Score,Time,Summary,Text,Sentiment,AI_Sentiment_Score,AI_Sentiment
4,2007-07-11,"Disorienting, but tasty!","I've had sweet potato fries before, and they really are delicious where I had them, so I wanted to give these a shot. From the first bite I'm pretty sure I got a hilarious look of astonishment on my face. It's like nothing I ever tasted before--weird, but quite good, which is about how I felt when I first bit into a properly ripe mango. Definitely the spices are unique when balanced with the sweet potato flavor. I think I tasted some garlic, but I know there's a very faint smidgeon of cayenne, and the cilantro was noticeable as well, but no one flavor or spice overwhelms the others, which is good.<br /><br />If you like any sort of spiced potato chips, like mesquite barbecue or jalapeno or the buffalo ranch doritos, I'd give these babies a try. They're healthy and you might find a nice occasional alternative to the not-so-healthy stuff. Hey, if it tastes good, why not? One thing these chips prove is that not all ""health food"" has to taste bland or nasty. Sort of like spelt bread and Newman's ginger cookies, and Izze's luscious pear soda. Terra's spiced sweet potato chips have a surprising flavor and are probably not for everyone, but if you like the spicy kind of regular chips, pick up a bag of these somewhere--they'll probably be just your sort of thing.",Positive,0.9926,Positive
5,2009-01-06,VERY NICE CHOCLATES,I BOUGHT 5 OF THESE FOR CHRISTMAS GIFTS....ONE I KEPT FOR MYSELF. NICE SELECTION. GOOD CHOCOLATE & LIQUOR. I WOULD BY THESE AGAIN,Positive,0.6908,Positive
4,2011-11-05,Great For Finicky Cats!,"Our Maine Coons and Ragdolls love this cat food. It's pure, shredded chicken in gravy with no by-products and it smells so clean and pure, you wouldn't even know it's cat food. Seriously, our finicky cats eat this every time we feed it to them. High praise indeed!",Positive,0.8652,Positive
5,2011-08-10,bold cup of Joe,If you like your coffee strong and bold this is for you . I think its better then other k cups I tryed so far<br />the best price I found was at amazon,Positive,0.9474,Positive
4,2011-03-20,quality lightly sweetened green tea powder,"lots of uses for this green tea...<br /><br />I generally like most tea (though not the over-ally flowery blends)...<br /><br />Being on more of a health kick in recent years, I have added a lot more GREEN tea to my diet in one form or another...<br />from straight brewed tea &lt;> hot or iced...<br /><br />To adding the powder to things like salad dressings, smoothies, baked goods, etc.<br /><br />I am not new to green tea....as I first started drinking it when living in Japan some 30+ years ago....<br />in the ground form known as matcha.<br />A quality product. Dissolves well.<br /><br />I like both the unsweetened and the lightly sweetened.",Positive,0.8126,Positive
4,2012-01-25,Great Crunch. OK Flavor. 100 Calories.,"Advertised as an all natural, gluten free,healthier snack, we tried the BBQ & Sour Cream & Onion flavors.  We have a slight preference for the BBQ over the Sour Cream & Onion because the BBQ has a little more flavor. However, both leave a slightly strange aftertaste shortly after consuming a single serving bag.<br /><br />The chip crunch is great and adds to the satisfaction of eating the chip.<br /><br />Overall, a nice snack.  For flavor; however, we prefer Veggie Chips.<a href=""http://www.amazon.com/gp/product/B0041BSZGA"">Sensible Portions Veggie Snacks Variety - 24 Bags</a> (especially the Rosemary flavored straws).",Positive,0.8908,Positive
3,2011-11-08,Decent,"I used this for my Thai Iced tea and I was satisfied with the results. The milk was creamy and slightly sweetened. I added 2 sugar cubes and it was the taste that the I was familiar with at thai restaurants. I don't know if I'll use all 4 bottles, that's a lot of thai Iced tea, but it was cheap enough that I don't regret the purchase. Probably won't purchase again.<br /><br />pros:<br />decent taste<br />cheap<br />convenient cap and pour<br /><br />cons:<br />maybe a little ""plastic"" if that makes any sense",Neutral,0.5991,Positive
1,2011-04-30,NO TASTE! TERRIBLE PRODUCT!!!,"I drink many types of teas, some hot and some cold. This tea claims to be ""orange spice"" but has NO TASTE AT ALL!!! I cut a tea bag open to examine the contents and I found NO SPICES, just black tea...This was a total waste of money. I will continue buying a different brand and this will go in the trash, literally!",Negative,-0.9448,Negative
3,2012-04-28,"Americans beware, curious labeling","the product is listed as a 150g 6-pack.<br />Traditionally, when US companies do a bundle-pack they list the size of the individuals...so a 6 pack of canned soda would be a 12oz 6-pack, we would never see that listed as a 72oz 6-pack<br /><br />I foolishly assumed I was getting a real bargain, 6 150g bags, for about $8!<br />Oh so wrong. It's a 6-pack of 25g bags, 150g TOTAL<br /><br />So you're getting about the equivalent of one bag of chips for your money. Still, not a terrible deal for something a little exotic.<br /><br />The chips themselves were good, though! I only took stars off for the somewhat deceptive descriotion and the fact it took a couple of weeks for them to arrive.",Neutral,-0.2781,Negative
3,2011-10-08,Information for the first time buyer,"I was not familiar with this product, but my wife was interested because of it's mention on popular daytime television.  Here are somethings you should know if you are unfamiliar with the product.<br /><br />1 star: The noodles come packaged in water, so one 7 oz package must be strained to obtain one 3 oz serving of noodles, very different from traditional dry pasta.<br />3 star: The package, noodles in water, is a bit awkward to store on your traditional pantry shelf, you can't really stack them, etc.<br />3 star: The noodles have an expiration date that is approximately four months away.  Don't order more than a few months supply.<br />3 star: Because the noodles are already hydrated, they do not really take on much flavor from cooking liquid, you better put them into a very flavorful dish.<br />2 star: Copared to pasta, these pre-hydrated noodles have a very slimy mouthfeel and they are not able to be cooked al dente, so they do not give the same fished result as a pasta substitute.<br />5 star: As advertised, they are low calorie, filling, and a great source of soluable fiber.",Neutral,0.8922,Positive
5,2012-04-12,Blue Diamond Almonds Habanero BBQ,"I love the product, they have great taste, easy to order and we did not have a long wait time to recieve them. I will order again.",Positive,0.9042,Positive
4,2012-09-27,Yum!,"I adore jasmine and Earl Grey is my daily tea. This had just enough bergamot to not over power the other flavors and just enough jasmine to scent the tea, but not be overwhelmingly floral. The black tea itself was a little bitter, but overall it is a wonderful tea and is my new go to for a tea party!",Positive,0.862,Positive
1,2010-03-28,Terrible: Walden Farms Ranch Dressing,"This review is specifically on the Ranch dressing, it may not apply to other flavors.  I have to admit that I bought this on a gluten free foods web site and completely missed the zero calorie description.  I don't know what people who eat zero calorie dressing are used to, but I was expecting a tasty gluten free Ranch dressing that is at least recognizable as Ranch(or dressing for that matter).  I can't believe there are reviewers saying this stuff has flavor.  Well, it does but the flavor is something like what you might get if you took a dirty dish rag, dipped it in latex paint and wrung it out on your salad: This is vile and nasty stuff! Don't waste your money on this one.",Negative,-0.3696,Negative
